[2023-11-27 20:12:46.929] START OF RECORDING:{DT_req;CallID;CgPn;DT_completion;status;DT_operator_resp;Operator_ID;call_duration_secunds}
2023-12-02 18:16:55.958 ; 137 ; 113 ; 2023-12-02 18:16:55.959 ; OVERLOAD ; - ; - ; -;
2023-12-02 18:16:49.92 ; 129 ; 105 ; 2023-12-02 18:16:56.439 ; TIMEOUT ; - ; - ; -;
2023-12-02 18:16:50.710 ; 132 ; 108 ; 2023-12-02 18:16:56.514 ; TIMEOUT ; - ; - ; -;
2023-12-02 18:16:49.732 ; 130 ; 106 ; 2023-12-02 18:16:56.863 ; TIMEOUT ; - ; - ; -;
2023-12-02 18:16:58.82 ; 141 ; 117 ; 2023-12-02 18:16:58.82 ; OVERLOAD ; - ; - ; -;
2023-12-02 18:16:50.254 ; 131 ; 107 ; 2023-12-02 18:16:58.532 ; TIMEOUT ; - ; - ; -;
2023-12-02 18:16:59.85 ; 143 ; 119 ; 2023-12-02 18:16:59.85 ; OVERLOAD ; - ; - ; -;
2023-12-02 18:16:47.640 ; 127 ; 103 ; 2023-12-02 18:16:59.914 ; OK ; 18:16:50.19 ; 4 ; 9;
2023-12-02 18:17:01.559 ; 145 ; 121 ; 2023-12-02 18:17:01.559 ; OVERLOAD ; - ; - ; -;
2023-12-02 18:17:02.44 ; 146 ; 122 ; 2023-12-02 18:17:02.44 ; OVERLOAD ; - ; - ; -;
2023-12-02 18:16:57.21 ; 139 ; 115 ; 2023-12-02 18:17:02.146 ; TIMEOUT ; - ; - ; -;
2023-12-02 18:16:47.126 ; 126 ; 102 ; 2023-12-02 18:17:02.714 ; OK ; 18:16:47.959 ; 3 ; 14;
2023-12-02 18:16:57.527 ; 140 ; 116 ; 2023-12-02 18:17:03.266 ; TIMEOUT ; - ; - ; -;
2023-12-02 18:17:04.0 ; 150 ; 126 ; 2023-12-02 18:17:04.0 ; OVERLOAD ; - ; - ; -;
2023-12-02 18:17:04.565 ; 151 ; 127 ; 2023-12-02 18:17:04.565 ; OVERLOAD ; - ; - ; -;
2023-12-02 18:16:45.371 ; 124 ; 101 ; 2023-12-02 18:17:04.641 ; OK ; 18:16:47.900 ; 2 ; 16;
2023-12-02 18:17:05.564 ; 153 ; 129 ; 2023-12-02 18:17:05.564 ; OVERLOAD ; - ; - ; -;
2023-12-02 18:17:02.489 ; 147 ; 123 ; 2023-12-02 18:17:08.424 ; TIMEOUT ; - ; - ; -;
2023-12-02 18:16:58.627 ; 142 ; 118 ; 2023-12-02 18:17:09.232 ; OK ; 18:17:04.642 ; 2 ; 4;
2023-12-02 18:17:03.494 ; 149 ; 125 ; 2023-12-02 18:17:10.265 ; TIMEOUT ; - ; - ; -;
2023-12-02 18:16:48.177 ; 128 ; 104 ; 2023-12-02 18:17:10.939 ; OK ; 18:16:52.499 ; 1 ; 18;
2023-12-02 18:16:54.14 ; 134 ; 110 ; 2023-12-02 18:17:11.252 ; OK ; 18:16:59.914 ; 4 ; 11;
2023-12-02 18:16:56.486 ; 138 ; 114 ; 2023-12-02 18:17:16.821 ; OK ; 18:17:02.714 ; 3 ; 14;
2023-12-02 18:16:42.952 ; 120 ; 101 ; 2023-12-02 18:17:20.770 ; OK ; 18:16:43.317 ; 0 ; 37;
2023-12-02 18:17:00.812 ; 144 ; 120 ; 2023-12-02 18:17:20.946 ; OK ; 18:17:09.232 ; 2 ; 11;
2023-12-02 18:17:03.7 ; 148 ; 124 ; 2023-12-02 18:17:25.581 ; OK ; 18:17:10.940 ; 1 ; 14;
2023-12-02 18:17:05.87 ; 152 ; 128 ; 2023-12-02 18:17:37.404 ; OK ; 18:17:11.253 ; 4 ; 26;
 
2023-12-02 18:20:08.666 ; 103 ; 104 ; 2023-12-02 18:20:10.533 ; OK ; 18:20:08.666 ; 3 ; 1;
2023-12-02 18:20:09.707 ; 105 ; 106 ; 2023-12-02 18:20:11.761 ; OK ; 18:20:10.533 ; 3 ; 1;
2023-12-02 18:20:15.132 ; 112 ; 113 ; 2023-12-02 18:20:15.132 ; OVERLOAD ; - ; - ; -;
2023-12-02 18:20:15.722 ; 113 ; 114 ; 2023-12-02 18:20:15.722 ; OVERLOAD ; - ; - ; -;
2023-12-02 18:20:16.287 ; 114 ; 115 ; 2023-12-02 18:20:16.287 ; OVERLOAD ; - ; - ; -;
2023-12-02 18:20:16.834 ; 115 ; 116 ; 2023-12-02 18:20:16.834 ; OVERLOAD ; - ; - ; -;
2023-12-02 18:20:17.365 ; 116 ; 117 ; 2023-12-02 18:20:17.365 ; OVERLOAD ; - ; - ; -;
2023-12-02 18:20:18.56 ; 117 ; 118 ; 2023-12-02 18:20:18.56 ; OVERLOAD ; - ; - ; -;
2023-12-02 18:20:14.77 ; 110 ; 111 ; 2023-12-02 18:20:19.501 ; TIMEOUT ; - ; - ; -;
2023-12-02 18:20:13.417 ; 109 ; 110 ; 2023-12-02 18:20:19.891 ; TIMEOUT ; - ; - ; -;
2023-12-02 18:20:11.531 ; 108 ; 109 ; 2023-12-02 18:20:20.497 ; TIMEOUT ; - ; - ; -;
2023-12-02 18:20:10.769 ; 107 ; 108 ; 2023-12-02 18:20:20.759 ; TIMEOUT ; - ; - ; -;
2023-12-02 18:20:09.143 ; 104 ; 105 ; 2023-12-02 18:20:21.22 ; OK ; 18:20:09.143 ; 4 ; 11;
2023-12-02 18:20:06.919 ; 100 ; 101 ; 2023-12-02 18:20:24.148 ; OK ; 18:20:06.919 ; 0 ; 17;
2023-12-02 18:20:08.104 ; 102 ; 103 ; 2023-12-02 18:20:24.609 ; OK ; 18:20:08.104 ; 2 ; 16;
2023-12-02 18:20:10.243 ; 106 ; 107 ; 2023-12-02 18:20:31.294 ; OK ; 18:20:11.761 ; 3 ; 19;
2023-12-02 18:20:14.571 ; 111 ; 112 ; 2023-12-02 18:20:35.421 ; OK ; 18:20:21.22 ; 4 ; 14;
 
 
 
 
 
 
 
 
2023-12-03 17:06:28.140 ; 112 ; 100 ; 2023-12-03 17:06:28.141 ; TIMEOUT ; - ; - ; -;
2023-12-03 17:06:28.140 ; 113 ; 101 ; 2023-12-03 17:06:28.141 ; TIMEOUT ; - ; - ; -;
2023-12-03 17:06:28.140 ; 114 ; 102 ; 2023-12-03 17:06:28.141 ; TIMEOUT ; - ; - ; -;
2023-12-03 17:06:28.140 ; 115 ; 103 ; 2023-12-03 17:06:28.141 ; TIMEOUT ; - ; - ; -;
2023-12-03 17:06:28.140 ; 116 ; 104 ; 2023-12-03 17:06:28.141 ; TIMEOUT ; - ; - ; -;
 
 
2023-12-03 17:06:49.9 ; 112 ; 100 ; 2023-12-03 17:06:49.10 ; TIMEOUT ; - ; - ; -;
2023-12-03 17:06:49.9 ; 113 ; 101 ; 2023-12-03 17:06:49.10 ; TIMEOUT ; - ; - ; -;
2023-12-03 17:06:49.9 ; 114 ; 102 ; 2023-12-03 17:06:49.10 ; TIMEOUT ; - ; - ; -;
2023-12-03 17:06:49.9 ; 115 ; 103 ; 2023-12-03 17:06:49.10 ; TIMEOUT ; - ; - ; -;
2023-12-03 17:06:49.9 ; 116 ; 104 ; 2023-12-03 17:06:49.10 ; TIMEOUT ; - ; - ; -;
 
 
2023-12-03 17:09:38.904 ; 112 ; 100 ; 2023-12-03 17:09:38.905 ; TIMEOUT ; - ; - ; -;
2023-12-03 17:09:38.904 ; 113 ; 101 ; 2023-12-03 17:09:38.906 ; TIMEOUT ; - ; - ; -;
2023-12-03 17:09:38.904 ; 114 ; 102 ; 2023-12-03 17:09:38.906 ; TIMEOUT ; - ; - ; -;
2023-12-03 17:09:38.904 ; 115 ; 103 ; 2023-12-03 17:09:38.906 ; TIMEOUT ; - ; - ; -;
2023-12-03 17:09:38.904 ; 116 ; 104 ; 2023-12-03 17:09:38.906 ; TIMEOUT ; - ; - ; -;
 
 
 
 
 
2023-12-03 17:46:12.978 ; 112 ; 100 ; 2023-12-03 17:46:12.979 ; TIMEOUT ; - ; - ; -;
2023-12-03 17:46:12.978 ; 113 ; 101 ; 2023-12-03 17:46:12.979 ; TIMEOUT ; - ; - ; -;
2023-12-03 17:46:12.978 ; 114 ; 102 ; 2023-12-03 17:46:12.979 ; TIMEOUT ; - ; - ; -;
2023-12-03 17:46:12.978 ; 115 ; 103 ; 2023-12-03 17:46:12.979 ; TIMEOUT ; - ; - ; -;
2023-12-03 17:46:12.978 ; 116 ; 104 ; 2023-12-03 17:46:12.979 ; TIMEOUT ; - ; - ; -;
 
 
 
 
 
 
 
 
2023-12-03 17:47:17.477 ; 112 ; 100 ; 2023-12-03 17:47:17.478 ; TIMEOUT ; - ; - ; -;
2023-12-03 17:47:17.477 ; 113 ; 101 ; 2023-12-03 17:47:17.478 ; TIMEOUT ; - ; - ; -;
2023-12-03 17:47:17.477 ; 114 ; 102 ; 2023-12-03 17:47:17.478 ; TIMEOUT ; - ; - ; -;
2023-12-03 17:47:17.477 ; 115 ; 103 ; 2023-12-03 17:47:17.478 ; TIMEOUT ; - ; - ; -;
2023-12-03 17:47:17.477 ; 116 ; 104 ; 2023-12-03 17:47:17.478 ; TIMEOUT ; - ; - ; -;
 
 
 
 
 
2023-12-03 18:00:24.284 ; 112 ; 100 ; 2023-12-03 18:00:24.285 ; TIMEOUT ; - ; - ; -;
2023-12-03 18:00:24.284 ; 113 ; 101 ; 2023-12-03 18:00:24.285 ; TIMEOUT ; - ; - ; -;
2023-12-03 18:00:24.284 ; 114 ; 102 ; 2023-12-03 18:00:24.285 ; TIMEOUT ; - ; - ; -;
2023-12-03 18:00:24.284 ; 115 ; 103 ; 2023-12-03 18:00:24.285 ; TIMEOUT ; - ; - ; -;
2023-12-03 18:00:24.284 ; 116 ; 104 ; 2023-12-03 18:00:24.285 ; TIMEOUT ; - ; - ; -;
 
 
 
 
 
 
2023-12-03 18:31:25.381 ; 100 ; 79124668963 ; 2023-12-03 18:31:26.389 ; OK ; 18:31:25.381 ; 0 ; 1;
 
2023-12-03 18:34:41.576 ; 106 ; 79124668963 ; 2023-12-03 18:34:41.576 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:34:42.68 ; 107 ; 79124668963 ; 2023-12-03 18:34:42.68 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:34:42.628 ; 108 ; 79124668963 ; 2023-12-03 18:34:42.628 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:34:38.346 ; 103 ; 79124668963 ; 2023-12-03 18:34:42.969 ; OK ; 18:34:38.346 ; 3 ; 4;
2023-12-03 18:34:43.992 ; 110 ; 79124668963 ; 2023-12-03 18:34:43.992 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:34:44.590 ; 111 ; 79124668963 ; 2023-12-03 18:34:44.590 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:34:45.107 ; 112 ; 79124668963 ; 2023-12-03 18:34:45.107 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:34:45.595 ; 113 ; 79124668963 ; 2023-12-03 18:34:45.595 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:34:39.213 ; 105 ; 79124668963 ; 2023-12-03 18:34:45.874 ; OK ; 18:34:42.969 ; 3 ; 2;
2023-12-03 18:34:37.531 ; 102 ; 79124668963 ; 2023-12-03 18:34:46.401 ; OK ; 18:34:37.531 ; 2 ; 8;
2023-12-03 18:34:47.94 ; 116 ; 79124668963 ; 2023-12-03 18:34:47.94 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:34:47.606 ; 117 ; 79124668963 ; 2023-12-03 18:34:47.606 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:34:48.129 ; 118 ; 79124668963 ; 2023-12-03 18:34:48.129 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:34:48.691 ; 119 ; 79124668963 ; 2023-12-03 18:34:48.691 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:34:49.184 ; 120 ; 79124668963 ; 2023-12-03 18:34:49.184 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:34:49.691 ; 121 ; 79124668963 ; 2023-12-03 18:34:49.691 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:34:50.201 ; 122 ; 79124668963 ; 2023-12-03 18:34:50.201 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:34:50.661 ; 123 ; 79124668963 ; 2023-12-03 18:34:50.661 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:34:51.116 ; 124 ; 79124668963 ; 2023-12-03 18:34:51.116 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:34:51.535 ; 125 ; 79124668963 ; 2023-12-03 18:34:51.535 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:34:46.61 ; 114 ; 79124668963 ; 2023-12-03 18:34:51.790 ; OK ; 18:34:46.401 ; 2 ; 5;
2023-12-03 18:34:46.549 ; 115 ; 79124668963 ; 2023-12-03 18:34:51.967 ; OK ; 18:34:51.791 ; 2 ; 0;
2023-12-03 18:34:51.972 ; 126 ; 79124668963 ; 2023-12-03 18:34:52.518 ; OK ; 18:34:51.972 ; 2 ; 0;
2023-12-03 18:34:36.98 ; 101 ; 79124668963 ; 2023-12-03 18:34:52.754 ; OK ; 18:34:36.98 ; 1 ; 16;
2023-12-03 18:34:54.239 ; 130 ; 79124668963 ; 2023-12-03 18:34:54.239 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:34:52.988 ; 128 ; 79124668963 ; 2023-12-03 18:34:54.609 ; OK ; 18:34:52.988 ; 1 ; 1;
2023-12-03 18:34:43.169 ; 109 ; 79124668963 ; 2023-12-03 18:34:57.830 ; OK ; 18:34:45.875 ; 3 ; 11;
2023-12-03 18:34:52.445 ; 127 ; 79124668963 ; 2023-12-03 18:34:59.427 ; OK ; 18:34:52.518 ; 2 ; 6;
2023-12-03 18:34:38.828 ; 104 ; 79124668963 ; 2023-12-03 18:35:01.733 ; OK ; 18:34:38.828 ; 4 ; 22;
2023-12-03 18:34:53.731 ; 129 ; 79124668963 ; 2023-12-03 18:35:02.49 ; OK ; 18:34:54.609 ; 1 ; 7;
2023-12-03 18:34:35.403 ; 100 ; 79124668963 ; 2023-12-03 18:35:04.761 ; OK ; 18:34:35.403 ; 0 ; 29;
2023-12-03 18:36:23.732 ; 137 ; 79124668963 ; 2023-12-03 18:36:23.732 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:24.144 ; 138 ; 79124668963 ; 2023-12-03 18:36:24.144 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:24.504 ; 139 ; 79124668963 ; 2023-12-03 18:36:24.504 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:24.903 ; 140 ; 79124668963 ; 2023-12-03 18:36:24.903 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:22.428 ; 134 ; 79124668963 ; 2023-12-03 18:36:25.186 ; OK ; 18:36:22.428 ; 1 ; 2;
2023-12-03 18:36:22.842 ; 135 ; 79124668963 ; 2023-12-03 18:36:25.292 ; OK ; 18:36:22.843 ; 0 ; 2;
2023-12-03 18:36:25.982 ; 143 ; 79124668963 ; 2023-12-03 18:36:25.983 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:26.297 ; 144 ; 79124668963 ; 2023-12-03 18:36:26.298 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:27.462 ; 145 ; 79124668963 ; 2023-12-03 18:36:27.462 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:27.833 ; 146 ; 79124668963 ; 2023-12-03 18:36:27.833 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:21.514 ; 132 ; 79124668963 ; 2023-12-03 18:36:27.945 ; OK ; 18:36:21.515 ; 2 ; 6;
2023-12-03 18:36:21.990 ; 133 ; 79124668963 ; 2023-12-03 18:36:28.637 ; OK ; 18:36:21.990 ; 4 ; 6;
2023-12-03 18:36:29.897 ; 149 ; 79124668963 ; 2023-12-03 18:36:29.897 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:30.844 ; 150 ; 79124668963 ; 2023-12-03 18:36:30.844 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:31.186 ; 151 ; 79124668963 ; 2023-12-03 18:36:31.186 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:31.516 ; 152 ; 79124668963 ; 2023-12-03 18:36:31.516 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:31.837 ; 153 ; 79124668963 ; 2023-12-03 18:36:31.837 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:32.158 ; 154 ; 79124668963 ; 2023-12-03 18:36:32.158 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:32.493 ; 155 ; 79124668963 ; 2023-12-03 18:36:32.493 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:32.823 ; 156 ; 79124668963 ; 2023-12-03 18:36:32.823 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:33.157 ; 157 ; 79124668963 ; 2023-12-03 18:36:33.157 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:33.460 ; 158 ; 79124668963 ; 2023-12-03 18:36:33.460 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:34.92 ; 159 ; 79124668963 ; 2023-12-03 18:36:34.92 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:34.740 ; 160 ; 79124668963 ; 2023-12-03 18:36:34.740 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:35.77 ; 161 ; 79124668963 ; 2023-12-03 18:36:35.77 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:29.570 ; 148 ; 79124668963 ; 2023-12-03 18:36:35.256 ; TIMEOUT ; - ; - ; -;
2023-12-03 18:36:36.9 ; 163 ; 79124668963 ; 2023-12-03 18:36:36.9 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:36.498 ; 164 ; 79124668963 ; 2023-12-03 18:36:36.498 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:36.839 ; 165 ; 79124668963 ; 2023-12-03 18:36:36.839 ; ALREADY_IN_QUEUE ; - ; - ; -;
2023-12-03 18:36:35.381 ; 162 ; 79124668963 ; 2023-12-03 18:36:40.456 ; TIMEOUT ; - ; - ; -;
2023-12-03 18:36:28.151 ; 147 ; 79124668963 ; 2023-12-03 18:36:44.846 ; OK ; 18:36:28.638 ; 4 ; 16;
2023-12-03 18:36:48.128 ; 172 ; 79124668912 ; 2023-12-03 18:36:48.128 ; OVERLOAD ; - ; - ; -;
2023-12-03 18:36:48.677 ; 173 ; 79124668913 ; 2023-12-03 18:36:48.677 ; OVERLOAD ; - ; - ; -;
2023-12-03 18:36:49.124 ; 174 ; 79124668914 ; 2023-12-03 18:36:49.124 ; OVERLOAD ; - ; - ; -;
2023-12-03 18:36:49.537 ; 175 ; 79124668915 ; 2023-12-03 18:36:49.537 ; OVERLOAD ; - ; - ; -;
2023-12-03 18:36:49.936 ; 176 ; 79124668916 ; 2023-12-03 18:36:49.936 ; OVERLOAD ; - ; - ; -;
2023-12-03 18:36:50.764 ; 177 ; 79124668917 ; 2023-12-03 18:36:50.764 ; OVERLOAD ; - ; - ; -;
2023-12-03 18:36:44.985 ; 167 ; 79124668965 ; 2023-12-03 18:36:51.196 ; TIMEOUT ; - ; - ; -;
2023-12-03 18:36:45.416 ; 168 ; 79124668966 ; 2023-12-03 18:36:51.306 ; TIMEOUT ; - ; - ; -;
2023-12-03 18:36:21.25 ; 131 ; 79124668963 ; 2023-12-03 18:36:51.598 ; OK ; 18:36:21.25 ; 3 ; 30;
2023-12-03 18:36:46.238 ; 170 ; 79124668968 ; 2023-12-03 18:36:52.373 ; TIMEOUT ; - ; - ; -;
2023-12-03 18:36:25.624 ; 142 ; 79124668963 ; 2023-12-03 18:36:52.425 ; OK ; 18:36:27.945 ; 2 ; 24;
2023-12-03 18:36:44.463 ; 166 ; 79124668964 ; 2023-12-03 18:36:53.257 ; OK ; 18:36:44.846 ; 4 ; 8;
2023-12-03 18:36:46.685 ; 171 ; 79124668969 ; 2023-12-03 18:36:55.459 ; OK ; 18:36:52.425 ; 2 ; 3;
2023-12-03 18:36:45.830 ; 169 ; 79124668967 ; 2023-12-03 18:36:59.775 ; OK ; 18:36:51.598 ; 3 ; 8;
2023-12-03 18:36:25.283 ; 141 ; 79124668963 ; 2023-12-03 18:37:03.286 ; OK ; 18:36:25.292 ; 0 ; 37;
2023-12-03 18:36:23.296 ; 136 ; 79124668963 ; 2023-12-03 18:37:06.247 ; OK ; 18:36:25.186 ; 1 ; 41;
 
 
 
2023-12-03 23:03:46.339 ; 110 ; 79124668020 ; 2023-12-03 23:03:46.339 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:03:46.890 ; 111 ; 79124668021 ; 2023-12-03 23:03:46.890 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:03:41.969 ; 106 ; 78912466801 ; 2023-12-03 23:03:47.77 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:03:39.106 ; 101 ; 79124668012 ; 2023-12-03 23:03:47.151 ; OK ; 23:03:39.106 ; 1 ; 8;
2023-12-03 23:03:48.439 ; 114 ; 79124668024 ; 2023-12-03 23:03:48.439 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:03:49.127 ; 115 ; 79124668025 ; 2023-12-03 23:03:49.127 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:03:43.581 ; 108 ; 79124668018 ; 2023-12-03 23:03:49.243 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:03:42.603 ; 107 ; 79124668017 ; 2023-12-03 23:03:49.353 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:03:44.355 ; 109 ; 79124668019 ; 2023-12-03 23:03:49.383 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:03:39.790 ; 102 ; 79124668013 ; 2023-12-03 23:03:49.713 ; OK ; 23:03:39.790 ; 2 ; 9;
2023-12-03 23:03:41.533 ; 105 ; 79124668016 ; 2023-12-03 23:03:52.450 ; OK ; 23:03:47.151 ; 1 ; 5;
2023-12-03 23:03:53.840 ; 121 ; 79124668031 ; 2023-12-03 23:03:53.840 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:03:54.401 ; 122 ; 79124668032 ; 2023-12-03 23:03:54.401 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:03:40.835 ; 104 ; 79124668015 ; 2023-12-03 23:03:54.690 ; OK ; 23:03:40.835 ; 4 ; 13;
2023-12-03 23:03:55.433 ; 124 ; 79124668034 ; 2023-12-03 23:03:55.433 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:03:47.439 ; 112 ; 79124668022 ; 2023-12-03 23:03:55.518 ; OK ; 23:03:49.713 ; 2 ; 5;
2023-12-03 23:03:57.3 ; 126 ; 79124668036 ; 2023-12-03 23:03:57.3 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:03:50.825 ; 118 ; 79124668028 ; 2023-12-03 23:03:57.212 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:03:51.458 ; 119 ; 79124668029 ; 2023-12-03 23:03:57.996 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:03:58.628 ; 129 ; 79124668039 ; 2023-12-03 23:03:58.628 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:03:53.160 ; 120 ; 79124668030 ; 2023-12-03 23:03:58.950 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:03:54.889 ; 123 ; 79124668033 ; 2023-12-03 23:04:00.738 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:03:56.187 ; 125 ; 79124668035 ; 2023-12-03 23:04:01.906 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:03:38.319 ; 100 ; 79124668011 ; 2023-12-03 23:04:01.986 ; OK ; 23:03:38.320 ; 0 ; 23;
2023-12-03 23:03:57.583 ; 127 ; 79124668037 ; 2023-12-03 23:04:02.844 ; OK ; 23:04:01.986 ; 0 ; 0;
2023-12-03 23:03:49.723 ; 116 ; 79124668026 ; 2023-12-03 23:04:03.294 ; OK ; 23:03:54.691 ; 4 ; 8;
2023-12-03 23:03:47.922 ; 113 ; 79124668023 ; 2023-12-03 23:04:04.921 ; OK ; 23:03:52.450 ; 1 ; 12;
2023-12-03 23:03:58.91 ; 128 ; 79124668038 ; 2023-12-03 23:04:09.570 ; OK ; 23:04:02.844 ; 0 ; 6;
2023-12-03 23:03:40.326 ; 103 ; 79124668014 ; 2023-12-03 23:04:22.699 ; OK ; 23:03:40.326 ; 3 ; 42;
2023-12-03 23:03:50.292 ; 117 ; 79124668027 ; 2023-12-03 23:04:25.376 ; OK ; 23:03:55.518 ; 2 ; 29;
2023-12-03 23:04:28.206 ; 132 ; 78912466822 ; 2023-12-03 23:04:28.860 ; OK ; 23:04:28.206 ; 0 ; 0;
2023-12-03 23:04:27.630 ; 131 ; 78912466821 ; 2023-12-03 23:04:30.11 ; OK ; 23:04:27.630 ; 1 ; 2;
2023-12-03 23:04:31.36 ; 136 ; 78912466826 ; 2023-12-03 23:04:33.103 ; OK ; 23:04:31.36 ; 1 ; 2;
2023-12-03 23:04:30.472 ; 135 ; 78912466825 ; 2023-12-03 23:04:33.764 ; OK ; 23:04:30.473 ; 0 ; 3;
2023-12-03 23:04:31.872 ; 137 ; 78912466827 ; 2023-12-03 23:04:36.431 ; OK ; 23:04:33.103 ; 1 ; 3;
2023-12-03 23:04:28.789 ; 133 ; 78912466823 ; 2023-12-03 23:04:36.704 ; OK ; 23:04:28.789 ; 3 ; 7;
2023-12-03 23:04:39.341 ; 146 ; 78912466836 ; 2023-12-03 23:04:39.341 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:04:40.56 ; 147 ; 78912466837 ; 2023-12-03 23:04:40.56 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:04:36.158 ; 141 ; 78912466831 ; 2023-12-03 23:04:41.389 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:04:36.725 ; 142 ; 78912466832 ; 2023-12-03 23:04:42.575 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:04:37.362 ; 143 ; 78912466833 ; 2023-12-03 23:04:42.743 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:04:33.21 ; 139 ; 78912466829 ; 2023-12-03 23:04:43.255 ; OK ; 23:04:36.432 ; 1 ; 6;
2023-12-03 23:04:29.848 ; 134 ; 78912466824 ; 2023-12-03 23:04:43.649 ; OK ; 23:04:29.848 ; 2 ; 13;
2023-12-03 23:04:26.917 ; 130 ; 78912466821 ; 2023-12-03 23:04:45.903 ; OK ; 23:04:26.917 ; 4 ; 18;
2023-12-03 23:04:57.341 ; 154 ; 78912466893 ; 2023-12-03 23:04:57.342 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:04:57.786 ; 155 ; 78912466894 ; 2023-12-03 23:04:57.786 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:04:58.343 ; 156 ; 78912466895 ; 2023-12-03 23:04:58.343 ; OVERLOAD ; - ; - ; -;
2023-12-03 23:04:53.813 ; 150 ; 78912466889 ; 2023-12-03 23:04:58.869 ; TIMEOUT ; - ; - ; -;
2023-12-03 23:04:44.853 ; 148 ; 78912466886 ; 2023-12-03 23:04:59.703 ; OK ; 23:04:45.904 ; 4 ; 13;
